1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
726000,751000,783000,816000,845000,881000,927000,928000,933000,949000,991000,1055000,1045000,1077000,1121000,1217000,1262000,1309000,1357000,1405000,1456000,1498000,1559000,1615000,1674000,1742000,1801000,1876000,1962000,2053000,2195000,2266000,2346000,2437000,2542000,2657000,2795000,2929000,3069000,3224000,3395000,3571000,3757000,3940000,4130000,4321000,4526000,4761000,4989000,5177000,5366000,5515000,5767000,6023000,6277000,6541000,6757000,7066000,7366000,7689000,8152000
