1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
300283,278927,284726,285015,291605,282656,286128,295928,298540,289380,290506,302745,304211,303772,311834,316145,322223,324234,319491,329281,329504,331830,333862,335131,340604,342122,344182,360563,367999,389864,391169,398332,418308,300283,447996,475286,472737,495793
